ASVs	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_671	k__Bacteria	Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_672	k__Bacteria	Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__cereus
ASV_676	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	s__
ASV_679	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_683	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_688	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	s__
ASV_691	k__Bacteria	Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_696	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Unannotated	g__	s__
ASV_697	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Barnesiella	s__
ASV_698	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Barnesiella	s__
ASV_700	k__Bacteria	Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_701	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_703	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_704	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Clostridium_XIVa	s__
ASV_706	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_707	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_708	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Marvinbryantia	s__
ASV_709	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_712	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_716	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_718	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_719	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_723	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Unannotated	g__	s__
ASV_727	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillibacter	s__
ASV_732	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_735	k__Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	s__muciniphila
ASV_738	k__Bacteria	Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__
ASV_741	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_746	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_748	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_749	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_751	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_760	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__
ASV_765	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_772	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacteriaceae	g__	s__
ASV_778	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_779	k__Bacteria	Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_781	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__	s__
ASV_786	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus	s__gnavus
ASV_789	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_795	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	s__
ASV_800	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_801	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_802	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_804	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__	s__
ASV_807	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	s__
ASV_812	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_813	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_814	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_820	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_824	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_828	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_836	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_838	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_853	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
ASV_855	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bosea	s__
ASV_862	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_871	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Epulopiscium	s__
ASV_877	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Barnesiella	s__
ASV_880	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__	s__
ASV_881	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_882	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_896	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__butyricum
ASV_902	k__Bacteria	Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_903	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_907	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_917	k__Bacteria	Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__C21_c20
ASV_918	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Barnesiella	s__
ASV_919	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_923	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_927	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_932	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_938	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_939	k__Bacteria	Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_942	k__Bacteria	Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_944	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_946	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_950	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_953	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_955	k__Bacteria	Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_969	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Romboutsia	s__
ASV_972	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_974	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_984	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_988	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_990	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Unannotated	g__	s__
ASV_991	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_994	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1001	k__Bacteria	Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Larkinella	s__
ASV_1012	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1016	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_1020	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1021	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1023	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1024	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1025	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1038	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_1043	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1055	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1067	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1070	k__Bacteria	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Unannotated	g__	s__
ASV_1071	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1076	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_1082	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__	s__
ASV_1083	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Unannotated	g__	s__
ASV_1084	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
ASV_1089	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1091	k__Bacteria	Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__	s__
ASV_1093	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__	s__
ASV_1094	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__
ASV_1102	k__Bacteria	Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__KD1-23	s__
ASV_1104	k__Bacteria	Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
