	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	X	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_164	8.97071666833657	1.41558793823718	0.460232588207774	3.0758098720252	0.00209931663104743	0.00654971023899831	ASV_164	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_328	3.39914537558927	-1.56261514022398	0.508136144354021	-3.07518990252207	0.00210368560982672	0.00654971023899831	ASV_328	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_572	1.64583757780564	-1.64374668573999	0.534164856255242	-3.0772273137987	0.00208935904191236	0.00654971023899831	ASV_572	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_525	1.84631487150021	-1.64389533990994	0.534941306663343	-3.07303870430874	0.00211891003680335	0.00656950768732754	ASV_525	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_110	26.5067959913437	1.38335545379171	0.454302858959885	3.04500714998552	0.00232674778377461	0.0071838337824041	ASV_110	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_521	1.8680652789539	-1.88803667736028	0.621441152022238	-3.03815843417579	0.00238028774282923	0.00731864405575296	ASV_521	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_517	1.86754984398212	-1.64365596614179	0.541579812228117	-3.03492842426975	0.00240592777034527	0.00736691106539604	ASV_517	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_305	3.64130276209013	-1.8208479307289	0.602313303869223	-3.02309100435253	0.00250206988169938	0.00762976865160181	ASV_305	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	s__
ASV_479	2.09007076858017	-1.60543398554807	0.531580296098863	-3.02011567646498	0.00252678160599914	0.00767354577887444	ASV_479	k__Bacteria	 Proteobacteria	c__Alphaproteobacteria	NA	NA	NA	NA
ASV_151	12.0720230550266	1.30773716718755	0.43408969414198	3.01259667030892	0.00259022922640027	0.00780227584049836	ASV_151	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_526	1.84501011022022	-1.64312129846675	0.545265132831158	-3.01343548217587	0.0025830795836333	0.00780227584049836	ASV_526	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_206	6.40462460884688	-2.20399649440721	0.732709735382238	-3.00800765702591	0.00262966512257603	0.00788899536772809	ASV_206	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Butyricicoccus	s__pullicaecorum
ASV_239	5.15985351932471	1.31895629134761	0.439749675185408	2.99933431625961	0.00270570237732252	0.00808437686127413	ASV_239	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_343	3.24381826499413	-1.78705020693761	0.598402785735219	-2.98636679096001	0.00282313804063824	0.00840138669924875	ASV_343	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_242	4.99736524016508	-1.6072914087489	0.54435260459195	-2.95266596538788	0.0031504266639478	0.00933786463194129	ASV_242	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_396	2.61074199287386	1.59304114311733	0.541801823994135	2.9402653748441	0.00327931253179353	0.00965283437508364	ASV_396	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_541	1.77918803198591	-1.5658134606052	0.532600263111316	-2.93994120742282	0.00328274529355071	0.00965283437508364	ASV_541	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_316	3.54828307469475	1.31417890151941	0.447521290326723	2.93657291826265	0.00331860790177225	0.00968145061107573	ASV_316	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	NA	NA
ASV_391	2.66921292359915	1.76366099708871	0.600550886334456	2.93673864650081	0.00331683505891657	0.00968145061107573	ASV_391	k__Bacteria	 Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_246	4.97036645011178	1.54829711795187	0.530038811856771	2.9211014048727	0.00348796278825249	0.0101356095140984	ASV_246	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnospira	NA
ASV_210	6.24754958687535	1.32043060911334	0.453564895073242	2.9112275298557	0.00360011749075983	0.0104206525806759	ASV_210	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_483	2.06596821273288	-1.64256605294218	0.567230780498511	-2.89576325794345	0.00378237626909284	0.0109056062855945	ASV_483	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__[Mogibacteriaceae]	g__	s__
ASV_489	2.03954592492283	1.69745022969905	0.586730362084768	2.8930669680493	0.00381499946129701	0.0109570333365158	ASV_489	k__Bacteria	 Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_416	2.44328606305664	-1.47316592153988	0.510328011403709	-2.88670401902452	0.00389300261032555	0.0111378954990395	ASV_416	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__	s__
ASV_335	3.3573568441932	-1.50322457126084	0.522520296090456	-2.87687307556874	0.00401637108830548	0.0114466576016706	ASV_335	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_424	2.40485643446545	-1.47976268016461	0.517242167347321	-2.86087015634008	0.00422480042264021	0.0119945483263463	ASV_424	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_154	6.43922984292775	-2.34532648570714	0.824865078197181	-2.84328497799066	0.00446511265168273	0.0125804124520795	ASV_154	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_426	2.37707880249988	-1.55467629218007	0.546648566650168	-2.84401421137357	0.00445490608691806	0.0125804124520795	ASV_426	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_493	2.0016130636295	-1.4733516962733	0.519626381218873	-2.83540587915744	0.00457674987065523	0.0128461047505891	ASV_493	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_421	2.42418088044202	-1.47674541830985	0.523047147648253	-2.82335048561044	0.004752458666289	0.0132889504593213	ASV_421	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_317	3.54964770771443	1.17361080318265	0.417427143674161	2.81153447006972	0.0049305807340853	0.0137351891878091	ASV_317	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_264	4.52785476119107	1.1825772820358	0.424840736124704	2.78357789514957	0.00537629510472422	0.0149207291108638	ASV_264	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_491	2.02315525918651	-1.47964419997477	0.532747313696061	-2.77738462857633	0.00547982902854163	0.0151513183214528	ASV_491	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_44	197.422966443413	-2.63668524531313	0.950169967717025	-2.77496167517091	0.00552082132238202	0.0152079130107252	ASV_44	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__SMB53	s__
ASV_448	2.2668654045004	-1.52469367805427	0.551129283959548	-2.76649004585679	0.00566633147310388	0.0155509319317407	ASV_448	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_141	13.603061764493	-1.56905997646614	0.569783580976421	-2.75378236378327	0.00589109283400965	0.0161081173062773	ASV_141	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_126	17.2656495267288	-1.41280592101742	0.514109965183796	-2.74806173133083	0.00599487209922054	0.0163316184761854	ASV_126	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus	s__
ASV_139	13.9556061551202	-1.95794849749603	0.71417796816824	-2.74154144311939	0.00611516459035572	0.0165983038881084	ASV_139	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__SMB53	s__
ASV_330	3.39481920944424	1.27534099072486	0.468043818532221	2.72483246274742	0.00643341230440592	0.0173983887502364	ASV_330	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_353	3.11176023851296	-1.64247971278123	0.604947565108465	-2.71507781420153	0.00662601996257537	0.0178541119718849	ASV_353	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_563	1.66940633703988	-1.44060578568675	0.534610468535781	-2.6946830832407	0.007045560792535	0.0189157990843059	ASV_563	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_579	1.60896351524232	1.41718108622374	0.528976615706124	2.67909968823852	0.00738204126636193	0.0197476266367299	ASV_579	k__Bacteria	 Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
ASV_109	26.9493523010123	-1.53108585093409	0.573994736739502	-2.66742141161644	0.00764357631036074	0.0203737052013572	ASV_109	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_550	1.73508959906246	-1.44018018360966	0.540530188562816	-2.66438436572594	0.00771293784541308	0.0204848994388928	ASV_550	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	NA	NA	NA
ASV_366	2.83280007725931	1.28692692729868	0.484488156581259	2.65626085966631	0.00790124685407068	0.0209100854245228	ASV_366	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_26	380.209203988489	-1.29385635981557	0.487796671023887	-2.65245016350718	0.00799099235387981	0.0210723321502667	ASV_26	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_303	3.70274487218453	1.20028059788326	0.452963960654083	2.64983685710901	0.00805306472152779	0.0211607126193337	ASV_303	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_444	2.28635271077835	1.50596572536693	0.568994920435833	2.64671207295383	0.00812785237136559	0.0212817618628336	ASV_444	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_367	2.82457445427805	-1.37461865570186	0.52148788688765	-2.63595510128889	0.00839008322947351	0.021891027017746	ASV_367	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_380	2.73134551832552	-1.67913102265888	0.638453536982134	-2.62999721263329	0.00853855682655595	0.0222002477490455	ASV_380	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	s__
ASV_70	78.6187797251392	1.55104722957033	0.59037855055486	2.62720796362368	0.00860887023034829	0.022304800142266	ASV_70	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Moryella	s__
ASV_428	2.36372123126778	1.14355021709005	0.43918557692183	2.60379729476768	0.0092197267789386	0.0238042423107787	ASV_428	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_571	1.64624469979555	-1.3959033678381	0.538537429443682	-2.59202664758156	0.00954123808691541	0.0245488104944594	ASV_571	NA	NA	NA	NA	NA	NA	NA
ASV_452	2.24544304487408	-1.44028413178812	0.557145871771442	-2.58511137704162	0.00973475455347992	0.0248927810402251	ASV_452	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_621	1.51359706773148	-1.39606925920225	0.540096647602228	-2.58485081401659	0.00974211403733507	0.0248927810402251	ASV_621	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
ASV_329	3.39259393555007	1.17371747377277	0.456831659509569	2.56925598158589	0.0101917141666604	0.0259520968986095	ASV_329	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_136	14.6183338853882	1.07850563237827	0.420279593971679	2.56616225923865	0.0102830712757516	0.0260950541620957	ASV_136	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_227	5.41621675312723	-2.03421488643477	0.794960002667093	-2.55888960401778	0.0105007081748016	0.0265563984898567	ASV_227	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__SMB53	s__
ASV_198	6.89231184333685	1.20916686879167	0.473318739707947	2.55465665597303	0.010629258739774	0.0267900704971856	ASV_198	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_251	4.8555657786614	-1.71758354206468	0.673542588527591	-2.55007414723311	0.010770001072026	0.0270527823538008	ASV_251	NA	NA	NA	NA	NA	NA	NA
ASV_254	4.80868665495882	1.44940236580702	0.568886733381636	2.54778724965395	0.0108408562042637	0.0271387650248629	ASV_254	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_414	2.47390500903928	-1.35803313147734	0.533628531853025	-2.54490352448279	0.0109307933757455	0.0272717774122135	ASV_414	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_281	3.99354802054699	-1.6423614815243	0.646295183968511	-2.54119405847889	0.0110474583564851	0.027470357859582	ASV_281	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__	s__
ASV_488	2.0239318697275	-1.2841573712237	0.505718292290078	-2.53927411921084	0.011108275012866	0.0275292032927548	ASV_488	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	s__
ASV_199	6.78826904630058	-0.901903433922011	0.357004120680243	-2.52631099104264	0.0115267394083256	0.0284710463385642	ASV_199	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Other	g__	s__
ASV_633	1.49138538179694	-1.35022402523678	0.538325567413826	-2.50819226685332	0.0121350617619829	0.0298740224771738	ASV_633	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_137	14.6619078029157	1.91918449814062	0.765869950982666	2.50588823295413	0.0122144222921892	0.0299698242334841	ASV_137	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_516	1.86883065806259	-1.35002109399197	0.540210088976441	-2.49906679186594	0.0124520839441873	0.0304521260813295	ASV_516	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacteriaceae	g__Dehalobacterium	s__
ASV_276	4.11295798543119	-1.20009674534494	0.481458917303764	-2.49262543949885	0.0126802531679095	0.0309081170967793	ASV_276	k__Bacteria	 Firmicutes	NA	NA	NA	NA	NA
ASV_622	1.51321486341317	-1.34999618673911	0.542955222979471	-2.48638585578198	0.0129047960366726	0.0313523077481128	ASV_622	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_143	13.5390325150841	2.07536972753151	0.842475812256337	2.46341758106171	0.0137619531416833	0.0333255139803507	ASV_143	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_623	1.51414518867117	-1.35029544325023	0.548826328191099	-2.46033284828139	0.0138808214444874	0.0335038719555869	ASV_623	k__Bacteria	 Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	s__muciniphila
ASV_440	2.29960465464921	1.24388229143883	0.505860923305705	2.45894125071036	0.0139347418800773	0.0335248173153809	ASV_440	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_230	5.40980487400214	1.37569574217154	0.562812346200127	2.4443240299536	0.0145123857680557	0.034689283400417	ASV_230	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	NA	NA
ASV_537	1.78511002729581	1.23722632067865	0.506058850195783	2.44482696073786	0.0144921654775982	0.034689283400417	ASV_537	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_401	2.58296952972188	-1.27055977953056	0.520916219125809	-2.43908661869425	0.0147244383970539	0.0350829866630771	ASV_401	k__Bacteria	 Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__
ASV_624	1.51291853108163	-1.44006443385228	0.593775147427221	-2.42526895928865	0.0152970490931941	0.036330491596336	ASV_624	k__Bacteria	 Tenericutes	c__Mollicutes	o__RF39	f__Other	g__	s__
ASV_291	3.88191740542592	1.23855835419577	0.512695783480538	2.4157763611543	0.0157017019460754	0.0371723998148302	ASV_291	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_285	3.92719733680117	1.36523974469581	0.566974068881112	2.40794036205223	0.0160428014577368	0.0378589677712833	ASV_285	k__Bacteria	 Firmicutes	NA	NA	NA	NA	NA
ASV_186	7.60817011480711	1.05804705788368	0.44034192755011	2.40278518053059	0.0162707423895898	0.0382749844783685	ASV_186	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_534	1.80706136105981	1.25094447157248	0.524335428981685	2.38577140210026	0.017043341461326	0.039839482721901	ASV_534	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_606	1.5567187872023	-1.30242206992674	0.545898883545818	-2.38583025022329	0.0170406146148731	0.039839482721901	ASV_606	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_309	3.6051190724184	-1.36986675469596	0.575348353065185	-2.38093451975305	0.0172687812680139	0.0402395186150891	ASV_309	k__Bacteria	 Firmicutes	NA	NA	NA	NA	NA
ASV_278	4.05196010516091	-1.26851518908085	0.535405541600086	-2.3692604773754	0.0178236957377554	0.0414023778735948	ASV_278	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_226	5.4676093087493	1.88139858840885	0.796198506691877	2.36297678606039	0.0181288051371755	0.041979514395772	ASV_226	k__Bacteria	 Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Trabulsiella	s__
ASV_513	1.86998140646385	-1.22467313348706	0.521217012157897	-2.34964152151668	0.0187914990655592	0.0433785071887208	ASV_513	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_263	4.5518858264548	1.1693743675064	0.499986286121906	2.33881288340234	0.0193451196592969	0.0445178064209285	ASV_263	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_310	3.59193247044778	0.951089082838495	0.407459518420412	2.33419282122936	0.0195856276381706	0.0449317339934502	ASV_310	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_225	5.46383413407441	1.19976218637069	0.514605432812483	2.33142153166477	0.0197311432596817	0.0451258554179759	ASV_225	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__cocleatum
ASV_482	2.07568023217679	1.03124283437308	0.443325983326216	2.32615022164008	0.0200105381422922	0.0456240269644261	ASV_482	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_180	7.98740038137969	1.01488544692224	0.436990810959723	2.32244116230577	0.0202091931148544	0.0457951440309087	ASV_180	k__Bacteria	 Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	s__saccharogumia
ASV_247	4.93801712948679	0.986351787355103	0.424640312219454	2.32279357133987	0.020190244601388	0.0457951440309087	ASV_247	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	s__gnavus
ASV_602	1.56357227184721	1.25962550857407	0.543120762301828	2.31923652344937	0.0203822151121928	0.0460464067016306	ASV_602	k__Bacteria	NA	NA	NA	NA	NA	NA
ASV_605	1.55699020186224	-1.25357942667547	0.542285121498112	-2.31166111143219	0.0207963660465842	0.0468392317341	ASV_605	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_510	1.88976152991666	-1.3954203073881	0.606308889499952	-2.30150065676748	0.0213633483055606	0.0479704275588497	ASV_510	k__Bacteria	 Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__	s__
ASV_331	3.38074235914565	-1.17825025157782	0.515130805028714	-2.2872836182106	0.0221792740421786	0.0496520908315841	ASV_331	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
ASV_425	2.40208276080214	-1.11861407024392	0.489702264144338	-2.28427383769296	0.022355442464554	0.0498957315248028	ASV_425	k__Bacteria	 Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7	g__	s__
